districtcode,centile,superzip,rank,adultpop,households,college,income,Unemp..Rate,X..in.Unemp.sample
TN2,41.4782,0,10175,7561,3222,0.2129348,52.9395,0.13,11023
TN1,41.4782,0,10175,7561,3222,0.2129348,52.9395,0.13,11023
TN2,3.095761,0,22917,2345,964,0.0763326,35.2189,0.08,2436
TN3,38.67489,0,10863,10474,4465,0.1693718,58.00906,0.08,13211
TN1,18.54055,0,16957,5418,2429,0.1026209,52.63482,0.12,7432
TN2,18.54055,0,16957,5418,2429,0.1026209,52.63482,0.12,7432
TN1,1.871917,0,NA,342,142,0.0789474,31.0555,0.27,461
TN3,2.466766,0,23120,12598,5265,0.059057,36.6638,0.13,15649
TN2,2.466766,0,23120,12598,5265,0.059057,36.6638,0.13,15649
TN3,3.968459,0,22612,4329,1771,0.0538231,41.36854,0.06,4964
TN3,3.062847,0,22932,1734,768,0.0594002,38.07077,0.06,2387
TN3,16.46175,0,17663,8467,3621,0.0878706,53.18794,0.13,12339
TN2,16.46175,0,17663,8467,3621,0.0878706,53.18794,0.13,12339
TN2,60.38544,0,6112,6394,2735,0.2155145,74.32268,0.05,8879
TN2,49.46498,0,8361,11034,4651,0.2025557,62.53074,0.12,15532
TN3,49.46498,0,8361,11034,4651,0.2025557,62.53074,0.12,15532
TN2,50.89485,0,8030,7532,3035,0.2387148,57.95545,0.07,9180
TN3,2.44836,0,23126,2144,976,0.045709,38.92202,0.1,3389
TN2,2.44836,0,23126,2144,976,0.045709,38.92202,0.1,3389
TN3,18.87844,0,16851,13239,5688,0.1084674,51.91303,0.09,19082
TN2,18.87844,0,16851,13239,5688,0.1084674,51.91303,0.09,19082
TN2,60.24579,0,6132,19063,8277,0.2508,68.0985,0.09,24939
TN2,31.23269,0,12935,14878,6137,0.1536497,54.22748,0.08,20005
TN2,10.27254,0,20075,1853,780,0.0885051,46.03275,0.04,2179
TN3,3.945879,0,22618,6198,2747,0.0551791,41.10179,0.07,7416
TN2,3.945879,0,22618,6198,2747,0.0551791,41.10179,0.07,7416
TN1,4.446829,0,22431,1391,648,0.0682962,39.90926,0.07,2062
TN1,7.26333,0,21277,1146,509,0.0863874,42.37147,0.04,1453
TN1,1.947939,0,23284,1936,879,0.0371901,38.59643,0.09,2851
TN2,1.947939,0,23284,1936,879,0.0371901,38.59643,0.09,2851
TN1,8.927154,0,20626,11149,4708,0.080635,45.65093,0.12,13801
TN1,33.45387,0,12254,20690,8560,0.1695022,53.35923,0.12,26273
TN1,13.95656,0,18665,3154,1316,0.0862397,50.7035,0.08,3826
TN2,1.314665,0,23502,503,233,0.0497018,33.35818,0.21,454
TN2,20.80234,0,16172,4496,1971,0.122331,51.14677,0.08,5808
TN1,4.089263,0,22563,15071,6342,0.05985,40.66767,0.13,17640
TN3,5.247655,0,22128,5270,2181,0.0755218,40.48853,0.06,7124
TN2,5.247655,0,22128,5270,2181,0.0755218,40.48853,0.06,7124
TN3,8.988372,0,20596,2508,1114,0.0829346,45.36718,0.12,3480
TN4,8.988372,0,20596,2508,1114,0.0829346,45.36718,0.12,3480
TN3,78.98499,0,3111,1024,433,0.4287109,71.03275,0.03,1314
TN3,5.850046,0,21854,1047,468,0.0659026,43.4777,0.11,1798
TN2,75.14806,0,3714,19326,7649,0.3696575,72.75225,0.07,23670
TN3,75.14806,0,3714,19326,7649,0.3696575,72.75225,0.07,23670
TN3,25.95827,0,14542,7336,3256,0.1256816,54.81198,0.08,7827
TN3,6.935432,0,21383,5702,2509,0.0969835,40.13025,0.12,7613
TN1,8.332135,0,20886,2005,909,0.0922693,42.79644,0.09,3191
TN3,0.3854983,0,NA,461,193,0.0281996,31.0555,0,413
TN3,12.14879,0,19381,2805,1262,0.0748663,50.62635,0.13,4056
TN2,12.14879,0,19381,2805,1262,0.0748663,50.62635,0.13,4056
TN2,1.929553,0,23292,1726,769,0.0689455,32.97244,0.13,2088
TN3,1.929553,0,23292,1726,769,0.0689455,32.97244,0.13,2088
TN2,1.803737,0,NA,210,78,0.0238095,40.16162,0,267
TN3,1.803737,0,NA,210,78,0.0238095,40.16162,0,267
TN3,56.95197,0,6770,14567,6269,0.2178898,69.29234,0.06,18826
TN2,56.95197,0,6770,14567,6269,0.2178898,69.29234,0.06,18826
TN3,1.898939,0,23299,1693,759,0.0490254,36.30552,0.15,2166
TN2,29.57036,0,13428,2452,1108,0.1460033,54.23794,0.06,2945
TN6,11.09631,0,19749,8355,3465,0.0870138,47.34035,0.12,9796
TN3,11.09631,0,19749,8355,3465,0.0870138,47.34035,0.12,9796
TN1,9.769639,0,20285,13808,5933,0.079157,46.99645,0.11,16990
TN1,10.8585,0,19832,2215,1045,0.0591422,51.85157,0.1,3259
TN2,10.42844,0,20003,5006,2094,0.0988813,44.48455,0.1,6649
TN1,26.00962,0,14517,12306,5038,0.1476516,51.08139,0.07,17109
TN1,12.48247,0,19269,3626,1528,0.1158301,43.89744,0.1,5369
TN1,41.57094,0,10142,11431,5188,0.1795119,58.85377,0.07,15935
TN2,41.57094,0,10142,11431,5188,0.1795119,58.85377,0.07,15935
TN3,3.378663,0,22812,1160,543,0.0689655,37.25745,0.19,1527
TN2,3.987419,0,22604,3270,1373,0.0944954,34.41342,0.11,4137
TN1,3.987419,0,22604,3270,1373,0.0944954,34.41342,0.11,4137
TN2,5.191167,0,22154,3244,1387,0.0752158,40.40484,0.11,3966
TN3,5.191167,0,22154,3244,1387,0.0752158,40.40484,0.11,3966
TN1,14.13852,0,18602,5652,2520,0.0737792,53.01534,0.08,7290
TN2,14.13852,0,18602,5652,2520,0.0737792,53.01534,0.08,7290
TN3,3.748415,0,22688,1322,595,0.075643,37.02731,0.1,1413
TN1,8.645555,0,20742,2948,1282,0.0651289,47.93269,0.07,3509
TN3,10.17962,0,20114,8716,3655,0.0875402,46.10859,0.13,10933
TN2,10.17962,0,20114,8716,3655,0.0875402,46.10859,0.13,10933
TN2,17.85113,0,17219,13592,5884,0.1014567,52.11309,0.09,23062
TN1,17.85113,0,17219,13592,5884,0.1014567,52.11309,0.09,23062
TN2,31.69246,0,12765,5604,2489,0.1457887,56.01759,0.09,6435
TN1,31.69246,0,12765,5604,2489,0.1457887,56.01759,0.09,6435
TN2,10.64352,0,NA,371,145,0.1024259,44.1315,0.09,356
TN2,4.039489,0,22578,6758,2953,0.0728026,38.32837,0.08,8434
TN1,4.039489,0,22578,6758,2953,0.0728026,38.32837,0.08,8434
TN4,11.12853,0,19744,2100,967,0.1066667,43.96805,0.18,3879
TN3,11.12853,0,19744,2100,967,0.1066667,43.96805,0.18,3879
TN2,3.822486,0,22652,1347,599,0.0742391,37.55035,0.19,1451
TN1,3.822486,0,22652,1347,599,0.0742391,37.55035,0.19,1451
TN2,35.41512,0,11718,1808,711,0.1615044,56.44909,0.03,2435
TN2,25.46202,0,14730,2756,1238,0.1288099,53.7842,0.09,4322
TN3,25.46202,0,14730,2756,1238,0.1288099,53.7842,0.09,4322
TN2,28.28596,0,13811,2659,1156,0.1282437,56.28172,0.16,3700
TN3,4.877686,0,22275,4678,1476,0.0525866,43.4947,0.06,6213
TN3,3.164219,0,22892,1827,834,0.0487137,40.20216,0.06,2249
TN2,3.164219,0,22892,1827,834,0.0487137,40.20216,0.06,2249
TN1,9.392896,0,20423,3902,1702,0.064326,49.16707,0.14,5457
TN1,4.671709,0,22349,2224,919,0.0427158,44.8363,0.11,2597
TN3,3.094213,0,22919,1127,537,0.0674357,36.7501,0.12,1542
TN2,11.32566,0,19671,907,77,0.2171996,25.1713,0.07,1492
TN2,78.37672,0,3206,8503,2895,0.4086793,73.22822,0.04,12573
TN2,34.34042,0,11985,12859,4841,0.189206,50.80288,0.06,16504
TN2,28.44796,0,13771,13977,5494,0.1672748,49.64434,0.09,16105
TN2,0.2634425,0,23808,3076,1285,0.0884265,19.68723,0.2,4249
TN2,67.15797,0,4949,1757,314,0.5162208,32.87176,0.03,12409
TN2,14.36788,0,18511,17764,5832,0.1446183,41.07172,0.06,20967
TN2,47.4386,0,8813,25257,10222,0.2017659,60.52619,0.05,33678
TN2,89.92238,0,1529,18837,6813,0.5374529,85.7681,0.06,23389
TN2,42.62503,0,9885,25066,9972,0.221575,52.51975,0.06,32061
TN2,26.59796,0,14354,16869,7313,0.1597605,49.44951,0.09,21579
TN2,94.19641,0,904,30352,13310,0.5516276,108.9335,0.05,25417
TN2,81.43537,0,2757,17569,6883,0.4320678,76.55737,0.07,21780
TN2,32.21334,0,12585,6600,2675,0.1439394,56.83091,0.05,9125
TN2,67.0426,0,4965,12483,5295,0.308099,68.55486,0.05,19343
TN3,67.0426,0,4965,12483,5295,0.308099,68.55486,0.05,19343
TN2,79.61583,0,3023,7426,3176,0.3779962,81.35625,0.06,10829
TN2,52.30883,0,7721,9479,4272,0.1871505,68.5287,0.06,14066
TN8,17.05245,0,17453,3009,1204,0.1046859,50.88264,0.11,3352
TN8,69.68935,0,4553,11592,4978,0.2618185,81.06597,0.04,26403
TN9,69.68935,0,4553,11592,4978,0.2618185,81.06597,0.04,26403
TN8,45.25389,0,9300,7410,3415,0.134278,69.8873,0.13,6913
TN8,10.80155,0,19865,3311,1398,0.1087285,43.24233,0.09,4401
TN7,13.80664,0,18724,6709,2811,0.1111939,46.25504,0.16,7900
TN8,33.6042,0,12202,5479,2547,0.0919876,66.85889,0.09,7210
TN8,15.56212,0,18053,9321,4086,0.1283124,45.08213,0.15,11216
TN8,20.50566,0,16287,1789,824,0.0693125,60.04238,0.1,2558
TN8,89.53598,0,1575,22511,10229,0.3933188,109.4317,0.06,34946
TN8,90.11551,0,1500,35385,14708,0.4690123,98.49497,0.04,26320
TN9,90.11551,0,1500,35385,14708,0.4690123,98.49497,0.04,26320
TN8,22.67427,0,15574,9566,4189,0.110391,54.66291,0.16,12486
TN8,14.89418,0,NA,40,17,0.15,40.59052,0,193
TN8,23.38259,0,15353,1510,684,0.0960265,57.75277,0.1,4551
TN8,23.47373,0,15317,18269,7786,0.1273195,52.44391,0.07,21532
TN9,78.75751,0,3147,3330,1424,0.2963964,93.37964,0.04,5727
TN8,78.75751,0,3147,3330,1424,0.2963964,93.37964,0.04,5727
TN8,0.0536283,0,NA,141,63,0,27.7865,0.17,859
TN8,5.980056,0,21796,2187,1045,0.0544124,45.73331,0.06,2458
TN8,0.1016766,0,NA,219,61,0.0456621,22.06575,0.24,323
TN8,5.882472,0,21833,1268,475,0.0804416,41.09002,0.06,1653
TN8,3.735279,0,22696,1160,573,0.062069,39.28815,0.18,1069
TN7,3.735279,0,22696,1160,573,0.062069,39.28815,0.18,1069
TN8,8.914149,0,20631,3628,1613,0.0749724,46.61071,0.08,4273
TN8,2.506948,0,23102,3477,699,0.0293356,41.91381,0.11,4438
TN8,4.15594,0,22542,602,270,0.0498339,42.497,0.08,733
TN7,4.15594,0,22542,602,270,0.0498339,42.497,0.08,733
TN7,4.189719,0,22518,592,224,0.0540541,41.93343,0.13,595
TN8,78.27733,0,NA,103,40,0.3203883,88.263,0,54
TN8,76.18619,0,NA,38,10,0.2631579,93.1665,0,295
TN8,11.05116,0,19765,3071,1141,0.0621947,51.54298,0.12,3829
TN8,13.53658,0,NA,288,101,0.125,43.51823,0.15,506
TN7,7.139732,0,21312,2328,1039,0.0524055,48.06476,0.09,3090
TN8,41.94656,0,10045,18096,7765,0.1317971,67.45385,0.12,21986
TN9,41.94656,0,10045,18096,7765,0.1317971,67.45385,0.12,21986
TN8,38.95903,0,10799,2294,984,0.146905,62.111,0.1,2641
TN8,30.29456,0,13215,2252,1151,0.1230018,58.75177,0.07,6884
TN8,20.07058,0,16453,4351,1940,0.1172144,51.40568,0.12,5451
TN8,41.04005,0,10280,2712,1195,0.1371681,65.57876,0.08,6785
TN7,3.775654,0,22674,776,308,0.0515464,41.2927,0.22,658
TN8,13.94566,0,18668,10439,4682,0.0932082,49.49135,0.14,12628
TN8,18.37253,0,17026,1451,565,0.0902826,54.58576,0.1,2101
TN7,7.110366,0,21325,901,361,0.0788013,43.4777,0.11,1276
TN8,21.4974,0,15932,6410,2707,0.1095164,53.96988,0.16,8877
TN8,1.237776,0,23543,1635,722,0.0281346,36.44543,0.12,1991
TN7,5.099947,0,22199,4867,890,0.0482844,44.74084,0.13,5932
TN8,5.099947,0,22199,4867,890,0.0482844,44.74084,0.13,5932
TN8,79.29768,0,NA,312,118,0.2339744,105.4409,0.34,1114
TN1,3.277365,0,22850,3968,1002,0.0516633,39.96679,0.14,4941
TN8,3.277365,0,22850,3968,1002,0.0516633,39.96679,0.14,4941
TN8,4.960858,0,22261,1845,781,0.0542005,43.31425,0.13,1806
TN9,91.29298,0,1322,5973,983,0.4761426,103.8496,0.03,11427
TN9,68.42622,0,4749,17781,4831,0.3800686,58.53733,0.07,19508
TN9,0.709277,0,23669,5275,1662,0.1209479,17.75198,0.13,5317
TN9,1.618855,0,23407,20631,8185,0.0798798,29.59229,0.28,20733
TN9,6.963419,0,21381,13131,5210,0.1391364,32.86914,0.17,13359
TN9,1.233412,0,23544,14023,5554,0.0502745,32.60108,0.22,13967
TN9,6.031412,0,21786,31363,13325,0.0770016,41.88635,0.2,36861
TN8,50.76039,0,8057,28225,10248,0.283791,50.11769,0.13,34229
TN9,50.76039,0,8057,28225,10248,0.283791,50.11769,0.13,34229
TN9,29.88478,0,13335,11330,4286,0.2364519,38.89848,0.14,13592
TN9,3.204011,0,22877,20232,8615,0.0943061,32.44548,0.24,23700
TN9,53.66675,0,7432,24756,10103,0.2604217,57.72139,0.12,28091
TN9,22.85546,0,15513,27926,13041,0.1490725,48.15368,0.16,30167
TN9,82.6003,0,2575,18875,7132,0.4226225,81.52886,0.06,21634
TN8,82.6003,0,2575,18875,7132,0.4226225,81.52886,0.06,21634
TN9,14.29327,0,18545,25753,11753,0.1050363,47.79147,0.14,29621
TN8,88.54821,0,1712,15714,6033,0.4801451,90.9122,0.07,18019
TN9,88.54821,0,1712,15714,6033,0.4801451,90.9122,0.07,18019
TN8,95.32979,1,747,10069,3965,0.5736419,114.3117,0.06,11320
TN9,95.32979,1,747,10069,3965,0.5736419,114.3117,0.06,11320
TN9,17.08538,0,17432,16612,6148,0.1279196,46.95069,0.11,19359
TN9,86.00417,0,2061,15487,6857,0.3966553,96.38712,0.08,26642
TN8,86.00417,0,2061,15487,6857,0.3966553,96.38712,0.08,26642
TN9,0.0136383,0,23942,3839,1663,0.0448033,14.49213,0.34,4937
TN9,4.993981,0,22254,27405,13229,0.0764094,39.51567,0.17,33979
TN8,30.35953,0,13187,25553,11527,0.1603726,52.39161,0.13,31915
TN9,30.35953,0,13187,25553,11527,0.1603726,52.39161,0.13,31915
TN9,8.905317,0,NA,105,16,0,59.4958,0,0
TN9,69.33043,0,4614,11789,5379,0.2482823,82.75539,0.04,16284
TN8,69.33043,0,4614,11789,5379,0.2482823,82.75539,0.04,16284
TN9,59.26,0,6326,27533,10095,0.2174845,72.30766,0.07,35172
TN8,59.26,0,6326,27533,10095,0.2174845,72.30766,0.07,35172
TN8,76.36268,0,3538,15620,6983,0.2879641,89.19532,0.05,22303
TN9,76.36268,0,3538,15620,6983,0.2879641,89.19532,0.05,22303
TN9,96.06631,1,629,15776,6881,0.5649721,123.9474,0.04,19130
TN8,96.06631,1,629,15776,6881,0.5649721,123.9474,0.04,19130
TN8,98.9938,1,168,9077,4241,0.658147,160.1039,0.06,12570
TN9,61.95776,0,5839,13229,5946,0.2298738,73.88986,0.11,15568
TN8,23.65376,0,15272,6668,2753,0.1483203,48.95523,0.12,8101
TN8,7.20251,0,21300,1378,606,0.0856313,42.39108,0.2,1588
TN7,4.150349,0,22546,2386,1025,0.0574183,41.17894,0.1,2805
TN8,4.150349,0,22546,2386,1025,0.0574183,41.17894,0.1,2805
TN8,18.43692,0,17003,1597,745,0.1408892,45.91899,0.03,2177
TN8,16.47598,0,17656,656,311,0.089939,52.84927,0.08,739
TN8,13.5876,0,18818,4491,1812,0.0919617,49.32137,0.08,4710
TN8,0.5065523,0,NA,287,130,0,36.89263,0.14,192
TN8,9.956474,0,20215,1892,883,0.1109937,41.7922,0.1,2490
TN8,15.05213,0,18267,2684,1173,0.1084203,47.90916,0.13,2956
TN8,10.8944,0,19816,1328,607,0.0820783,47.95623,0.15,1723
TN8,5.33992,0,22087,1492,670,0.0623324,42.97427,0.14,1675
TN8,10.4452,0,19996,2091,898,0.0602583,51.16639,0.12,2450
TN8,5.914741,0,NA,142,61,0.0633803,44.1315,0.12,178
TN8,3.194537,0,NA,494,182,0.0303644,43.43063,0.17,321
TN8,48.57133,0,8570,8885,3673,0.2356781,55.87244,0.11,13779
TN8,8.311893,0,20896,1615,706,0.0613003,48.09222,0.08,1965
TN8,27.82329,0,13949,607,267,0.1400329,53.85743,0.19,793
TN8,19.90894,0,16510,13275,5375,0.1386817,47.53387,0.14,15633
TN8,9.681032,0,20317,1895,822,0.0976253,43.72353,0.04,2305
TN8,11.32833,0,19668,791,361,0.0935525,46.48126,0.04,1072
TN8,10.24769,0,20089,1636,692,0.0635697,50.29291,0.1,1865
TN8,6.156094,0,21727,2311,956,0.0726958,42.89582,0.11,2528
TN8,23.03574,0,15460,3422,1463,0.1247808,52.49099,0.06,3387
TN8,10.49286,0,19985,1145,482,0.10131,44.1315,0.12,1169
TN8,15.48169,0,18088,656,287,0.0625,56.30918,0.1,784
TN8,14.9775,0,18285,2503,1108,0.0727127,54.00388,0.09,3168
TN8,27.22441,0,14170,11474,4760,0.1210563,56.62562,0.09,13072
TN8,14.72676,0,18379,24824,10162,0.1363197,42.83305,0.2,28732
TN8,69.60306,0,4563,25897,11317,0.3057497,73.38774,0.08,38276
TN7,10.83097,0,19853,3921,1684,0.0887529,46.71532,0.12,5115
TN7,7.010779,0,21362,683,309,0.0483163,48.58126,0,600
TN8,23.23056,0,15398,2011,895,0.1024366,56.52101,0.05,2696
TN7,23.23056,0,15398,2011,895,0.1024366,56.52101,0.05,2696
TN7,5.049945,0,22221,2392,1103,0.0514214,43.99551,0.15,2800
TN8,13.19925,0,18984,2022,858,0.066271,53.26509,0.14,2476
TN8,6.423618,0,21641,1931,794,0.0719834,43.45808,0.15,2126
TN7,6.423618,0,21641,1931,794,0.0719834,43.45808,0.15,2126
TN8,2.75911,0,NA,373,174,0.0375335,41.21817,0.18,221
TN7,6.1625,0,21723,7710,3154,0.0674449,43.81506,0.13,8760
TN7,5.006088,0,22249,1483,638,0.0512475,43.8739,0.15,1931
TN8,5.006088,0,22249,1483,638,0.0512475,43.8739,0.15,1931
TN7,27.27158,0,14152,1787,729,0.1320649,54.77667,0.12,1939
TN1,27.27158,0,14152,1787,729,0.1320649,54.77667,0.12,1939
TN7,5.596781,0,NA,348,145,0.0833333,40.04525,0.14,397
TN7,12.81828,0,19142,541,205,0.0573013,54.34778,0.11,719
TN7,10.28819,0,20066,2193,919,0.0784314,47.78886,0.14,2927
TN8,12.22763,0,19348,3096,1305,0.0836563,49.19322,0.08,3520
TN7,3.45647,0,22788,879,397,0.0443686,41.67975,0.16,969
TN7,2.117333,0,NA,428,182,0.0280374,40.8625,0.13,360
TN7,14.28011,0,18548,1173,530,0.0733163,53.24809,0.09,1388
TN8,21.2416,0,16012,1061,454,0.0895382,57.2075,0.1,1082
TN7,9.759239,0,NA,437,189,0.0846682,46.03798,0.14,422
TN7,30.36862,0,13186,6933,2991,0.1436608,55.27487,0.13,10840
TN7,2.047159,0,23251,1502,666,0.0499334,36.81548,0.23,1945
TN8,2.047159,0,23251,1502,666,0.0499334,36.81548,0.23,1945
TN8,7.010287,0,21363,1108,452,0.0559567,47.26451,0.22,1290
TN8,23.22466,0,15401,10872,4565,0.1198492,53.51745,0.1,13036
TN8,18.26866,0,17068,6317,2640,0.1188855,49.53843,0.1,7171
TN7,13.80091,0,18729,1220,537,0.0745902,52.53806,0.05,1380
TN7,5.881623,0,NA,277,122,0.0469314,46.85523,0.11,194
TN8,32.54479,0,12491,894,359,0.0939597,65.6729,0.01,779
TN8,15.78544,0,17939,10903,4719,0.1010731,50.06931,0.11,13973
TN7,15.78544,0,17939,10903,4719,0.1010731,50.06931,0.11,13973
TN7,8.403422,0,NA,253,128,0,58.842,0,287
TN8,33.35233,0,12276,1678,755,0.1495828,56.691,0.03,3671
TN7,20.56675,0,16264,1576,713,0.1027919,54.32032,0.04,1858
TN8,20.56675,0,16264,1576,713,0.1027919,54.32032,0.04,1858
TN7,6.918579,0,21393,1856,823,0.0625,46.04321,0.16,2570
TN8,26.23601,0,14453,8033,3323,0.1339475,53.63644,0.09,8924
TN7,2.0627,0,NA,195,87,0.0205128,41.95173,0.15,296
TN7,1.121934,0,23573,596,289,0.0234899,36.64026,0.16,597
TN8,43.34087,0,9741,552,246,0.1666667,62.61443,0.15,955
TN7,9.893871,0,20237,4219,1739,0.0884096,45.57509,0.13,4652
TN8,25.43632,0,14743,1420,648,0.0964789,59.30882,0.1,1652
TN7,25.43632,0,14743,1420,648,0.0964789,59.30882,0.1,1652
TN7,7.470331,0,21177,1755,797,0.0797721,43.89482,0.2,2467
TN7,9.000388,0,20591,1246,567,0.076244,46.5231,0.11,1252
TN8,7.465775,0,21180,1398,571,0.0543634,48.2609,0.16,1443
TN7,7.923909,0,NA,494,178,0.1093117,39.228,0.13,584
TN7,5.110297,0,22194,1058,469,0.057656,43.17041,0.07,1201
TN7,11.25517,0,19692,11742,4965,0.1032192,44.73953,0.14,14006
TN7,10.58889,0,19947,1102,494,0.0707804,49.50181,0.18,1390
TN7,15.61152,0,18019,6008,2418,0.1090213,48.50542,0.16,7351
TN7,1.880442,0,NA,337,128,0.0148368,42.1531,0.13,171
TN7,10.00079,0,20191,733,300,0.0763984,47.80978,0.08,923
TN7,3.409549,0,NA,294,117,0.0544218,39.84126,0,488
TN7,10.31523,0,20057,1006,436,0.0695825,49.33183,0.17,1230
TN8,19.63514,0,16600,6778,2796,0.1130127,51.70904,0.14,7312
TN8,14.21598,0,NA,252,105,0.0119048,63.7455,0.09,486
TN7,11.6568,0,19551,1209,561,0.0976013,46.17528,0.27,1554
TN8,10.93239,0,19802,615,246,0.0813008,48.14322,0.17,692
TN7,10.93239,0,19802,615,246,0.0813008,48.14322,0.17,692
TN8,15.6685,0,17990,758,317,0.0989446,50.31907,0.1,972
TN7,8.31029,0,20898,517,220,0.106383,40.31723,0.1,550
TN8,8.31029,0,20898,517,220,0.106383,40.31723,0.1,550
TN7,39.98598,0,10553,32815,13991,0.1470364,62.89687,0.08,42188
TN4,39.98598,0,10553,32815,13991,0.1470364,62.89687,0.08,42188
TN7,8.627592,0,20750,2836,469,0.1181241,38.76642,0.14,3414
TN7,25.71606,0,14634,1958,816,0.1378958,52.48183,0.12,2630
TN4,25.71606,0,14634,1958,816,0.1378958,52.48183,0.12,2630
TN7,2.574626,0,23071,1859,829,0.041958,40.00864,0.16,2299
TN7,33.95481,0,12098,2592,1209,0.099537,65.93965,0.08,4094
TN4,33.95481,0,12098,2592,1209,0.099537,65.93965,0.08,4094
TN7,6.126383,0,21749,663,289,0.0859729,40.49114,0.15,964
TN7,37.46244,0,NA,155,76,0.0774194,72.73525,0,390
TN4,37.46244,0,NA,155,76,0.0774194,72.73525,0,390
TN7,0.5891919,0,23716,796,375,0.0213568,33.50725,0.08,887
TN7,6.689593,0,21496,2369,1046,0.0730266,43.82029,0.12,2762
TN7,5.186712,0,22157,567,257,0.0246914,49.09384,0.02,430
TN4,41.43149,0,NA,262,113,0.2099237,53.43507,0.08,499
TN7,41.43149,0,NA,262,113,0.2099237,53.43507,0.08,499
TN7,6.812503,0,21443,898,400,0.045657,48.75125,0.18,1065
TN7,28.26631,0,13816,718,344,0.1002785,61.08976,0.07,1171
TN7,10.25339,0,20084,6465,2724,0.0804331,47.4005,0.18,8165
TN7,1.79345,0,23350,1751,814,0.033695,38.38198,0.15,1975
TN7,12.75365,0,19164,14960,6316,0.1003342,46.88269,0.11,17972
TN7,8.547222,0,20800,2863,1334,0.0841774,44.46624,0.1,4164
TN7,16.9158,0,17494,2644,1190,0.0945537,52.51452,0.11,3203
TN7,2.553371,0,23079,502,219,0.0458167,39.28815,0.1,459
TN7,21.09466,0,16064,1884,821,0.0859873,57.68477,0.12,2345
TN4,21.09466,0,16064,1884,821,0.0859873,57.68477,0.12,2345
TN7,9.661806,0,20324,731,339,0.0424077,53.21148,0.14,691
TN7,12.99303,0,19076,4636,2057,0.0813201,50.40798,0.09,6327
TN4,12.99303,0,19076,4636,2057,0.0813201,50.40798,0.09,6327
TN7,2.767816,0,NA,346,155,0.0549133,38.2473,0,432
TN7,46.55935,0,8995,749,345,0.1575434,67.26556,0,1139
TN7,20.6793,0,16219,2005,840,0.1266833,50.30076,0.07,2369
TN7,22.68065,0,15572,12003,4966,0.1067233,55.29579,0.13,14341
TN7,4.304254,0,22487,667,298,0.0404798,44.4584,0.09,779
TN7,50.22865,0,8167,879,364,0.1649602,70.01152,0.19,1222
TN4,5.209166,0,22140,2843,1330,0.0566303,43.69084,0.11,3750
TN7,5.209166,0,22140,2843,1330,0.0566303,43.69084,0.11,3750
TN7,7.972294,0,21031,4482,1860,0.0977242,41.27178,0.13,5371
TN7,5.516142,0,21997,580,251,0.0517241,45.32011,0.13,649
TN7,26.23306,0,14455,659,288,0.124431,55.27618,0.2,557
TN4,24.32635,0,15062,1470,675,0.1333333,52.04902,0.08,2085
TN6,43.94743,0,9604,19613,8024,0.2380054,50.88525,0.1,30192
TN3,9.335664,0,20445,563,255,0.0923623,44.27403,0.04,919
TN6,9.335664,0,20445,563,255,0.0923623,44.27403,0.04,919
TN6,38.13995,0,11006,15329,6628,0.1879444,54.27325,0.05,20412
TN6,8.07278,0,20989,973,433,0.0760534,45.17758,0.05,1440
TN6,0.0356643,0,NA,40,16,0,25.78849,0,50
TN6,2.624651,0,NA,403,147,0.0471464,39.33653,0.06,410
TN6,10.84254,0,19845,3949,1651,0.0914155,46.27204,0.1,5381
TN6,4.180702,0,22523,781,313,0.0601793,40.8625,0.12,1121
TN6,21.30884,0,15985,946,404,0.0866808,57.75277,0.1,1300
TN6,14.06366,0,NA,437,204,0.1395881,41.58953,0.1,517
TN6,7.42728,0,21203,2566,1096,0.0978176,40.69905,0.04,3080
TN6,4.839269,0,22285,2994,1222,0.0814963,38.47874,0.11,3325
TN6,20.25489,0,NA,395,172,0.0734177,59.09306,0.08,624
TN6,5.008077,0,22247,1367,613,0.0724214,40.23616,0.09,1958
TN6,4.413695,0,22443,630,300,0.0793651,37.97009,0.16,620
TN6,12.07079,0,19414,22266,9637,0.1120093,44.1315,0.08,16142
TN6,4.205124,0,22506,8218,3471,0.0851789,36.67426,0.11,9454
TN6,44.74929,0,9424,7837,3465,0.2240653,53.96204,0.1,6803
TN6,11.82807,0,19484,859,391,0.0989523,46.14782,0.11,1222
TN4,11.82807,0,19484,859,391,0.0989523,46.14782,0.11,1222
TN6,22.52314,0,15628,884,381,0.081448,59.50757,0.03,891
TN6,6.353585,0,21676,4425,1818,0.0775141,42.27732,0.13,5531
TN6,32.80252,0,12430,1307,584,0.1086458,63.32707,0.1,2079
TN6,40.86497,0,NA,389,150,0.2005141,54.48377,0.18,316
TN6,1.994832,0,NA,273,140,0.047619,36.98024,0.05,869
TN6,16.02,0,17848,555,236,0.0684685,55.98228,0.02,604
TN6,2.355431,0,23157,1255,483,0.038247,39.84388,0.05,1628
TN6,41.21763,0,NA,285,131,0.1754386,59.18198,0.18,269
TN6,9.962162,0,20209,6666,2814,0.1041104,42.99781,0.08,8148
TN6,2.113556,0,23223,1374,604,0.062591,34.86977,0.15,1709
TN6,5.211639,0,22139,4913,2176,0.0692042,41.53461,0.05,6753
TN6,2.112972,0,23224,763,357,0.0393185,38.87233,0.08,1158
TN6,12.72572,0,19178,831,361,0.1239471,42.78598,0.03,760
